PCADimension1,PCADimension25,PCADimension24,PCADimension26,PCADimension17,PCADimension16,PCADimension13,PCADimension23,PCADimension27,PCADimension28,PCADimension22,PCADimension19,PCADimension21,SES.portElec_b.W,SES.GTunit.Tf,Time,SC.demand_SES.y[1]
-25.7055153112,0.000216868236674,9.98422613773e-05,5.86833194898e-05,-0.00010009072896,-1.39436603732e-05,-0.3008505365,1.08419381666e-05,1.56305474208e-05,4.96268679552e-05,-1.48982159167e-05,0.00142490186787,-0.000107390574418,1150000.0,779.6,7210,1200000.0
-25.3855476811,-6.14738419326e-05,-0.00407624849281,-0.00919294698119,0.0104581495166,-0.00817658935717,0.284425692418,0.00750421815558,0.00589424908991,0.00936416243444,-0.00139298770803,-0.00349066394229,0.00405175544038,1200000.0,780.49,7220,1240000.0
-25.3035377279,-0.00672701498306,-0.00202536857628,-0.00525862162768,0.00679558315998,-0.00172340388777,0.272166385068,-0.000637778472441,-7.71539098601e-05,0.00739926154208,0.00322746470283,0.00041808536679,-0.00594597799437,1240000.0,781.2,7230,1280000.0
-25.2307410724,0.00201450711658,0.00769640748445,-0.00168309440982,0.00533881566357,-0.00226056268124,0.262086551108,-0.00726551664466,0.000966373002443,0.00760865945432,0.00605806093518,0.00476134955959,0.00516251348484,1280000.0,781.92,7240,1320000.0
-25.1596193857,-0.00247508356224,-0.00974872221535,-0.00479906301907,-0.018025480935,-0.00283276507258,0.254621772688,-0.00516374349605,0.00219227242247,0.005020434311,-0.00674218175832,-0.00277997006435,-0.00427856860091,1320000.0,782.64,7250,1370000.0
-25.0869756802,0.00666484390315,-0.000191975272557,-0.0109470169299,0.00329495989239,-0.00752394937809,0.250209296048,0.00171812224956,0.00278891460295,0.00361753623731,0.00866220089762,-0.010721805004,0.006546019714,1360000.0,783.36,7260,1410000.0
-24.9975109701,-0.00262466791531,0.000534516073121,-0.00741364653662,0.000593168242947,-0.00211783718365,0.237194868404,0.00326743854195,0.00390980810381,0.00405043909626,-0.0019835712204,-0.00434049707639,-0.00259252944302,1410000.0,784.08,7270,1450000.0
-24.9296372252,-0.0112678241658,0.00246302685916,-0.00232323507528,-0.00100061720923,-0.000377314535553,0.228333274263,-0.00301603773235,0.00380579515484,0.00229089255169,0.00210139302409,0.00206637509873,0.0106561060638,1450000.0,784.8,7280,1490000.0
-24.8582567253,0.00427692809495,-0.00639839742823,-0.00386424876038,-0.00351568398294,0.000443569030121,0.220742244694,-0.0133643172762,-0.00105703505655,0.00457223209312,0.00442170688686,0.00650626723926,-0.000853884950231,1490000.0,785.52,7290,1530000.0
-24.7835995108,-0.00740218824891,-0.00575026781954,-0.00784107007924,0.0177350226932,-0.00145706180307,0.216658085241,0.00479580844798,0.00411246018207,0.00107372035576,0.00536648386101,-0.00137779667407,0.00935462227213,1530000.0,786.24,7300,1570000.0
-24.7102501002,0.00183263820382,0.00284944862203,-0.00615537878787,-0.00611275359607,-0.00375425133227,0.209555795438,-0.0042341636056,0.00129252369728,0.00431968657584,0.00909501820263,-0.0082678645391,0.00262472799293,1570000.0,786.96,7310,1610000.0
-24.6283494638,-0.00744952586578,0.00420614272709,-0.00523938742614,-0.00832260662161,-0.00279645469556,0.19818176099,-0.000849805715074,0.0023990246372,0.002175718519,-0.00264220174716,-0.00308763513523,-0.00908223004083,1610000.0,787.67,7320,1650000.0
-24.5571334002,0.00803724790909,-0.00382023424869,-0.00854628392917,-0.00970365891698,-0.00356368765426,0.189548535238,-0.00948893631696,0.00400110698182,-0.000561108859475,-0.000363153516493,0.00118454155738,0.00299361046287,1650000.0,788.39,7330,1690000.0
-24.4835737191,-0.00366243147386,-0.00426221613297,-0.0113466563869,0.0105050878089,-0.00363384984076,0.187930763002,0.00667017350719,0.00291598496966,0.00423848144292,0.000368062617962,-0.00699021366065,-0.00996205775777,1690000.0,789.11,7340,1730000.0
-24.4198988963,-0.00580853035543,-0.00451260010639,0.00847121701769,0.00938202633167,1.18390438121e-05,0.180921126703,0.00783567394076,-0.00303249619855,0.00258799714203,0.00269627699638,-0.00193850513042,0.00512320271593,1730000.0,789.83,7350,1770000.0
-24.3480305684,0.00264671697671,0.0034110659621,0.0132350642707,0.00688647442231,1.32394530057e-05,0.174234242229,-0.00227835283939,-0.00115011969806,0.00673834256578,0.00701398016356,0.00387994018922,-0.00360367738505,1770000.0,790.55,7360,1820000.0
-24.2571825597,0.00121359488273,-0.0109983887922,0.00557587234469,-0.0158662844506,0.004122219869,0.16130255406,0.00191429639357,-0.00497623061722,-0.000269318125666,-0.00635705790019,-0.00377941433373,0.0101499166421,1820000.0,791.27,7370,1860000.0
-24.1849760692,0.00967387641562,-0.00369187093225,0.00615840560416,0.00424804398682,-0.00146242689786,0.159914527791,0.00616106441866,-0.000558608776089,0.00571288417875,0.009370065302,-0.0106070835403,-0.0029165883008,1860000.0,791.98,7380,1900000.0
-24.114254344,-0.00181523738803,-0.00144104553572,0.00438861379564,0.00367558907424,-0.00073691730203,0.153214542984,0.0117706050291,-0.00405381753556,0.000118944664003,-0.00221310304739,-0.00661592023416,0.00862977686001,1900000.0,792.7,7390,1940000.0
-24.0483655858,0.00664780981178,0.00716546871453,0.00595630214339,0.000876975231284,0.00205524504255,0.147647952517,0.00324161835968,-0.00208741470392,0.0018014984965,0.000940239262632,-0.00344154743043,-0.00242763980686,1940000.0,793.42,7400,1980000.0
-23.9554196184,0.0044669726522,-0.0086541517415,0.00412104918007,-0.000286822140096,0.00153009800481,0.134035265496,0.0045860438819,-0.00115819651743,0.00153258750859,-0.011033213612,0.00483730852121,0.0117088460799,1980000.0,794.14,7410,2020000.0
-23.8889092209,-0.00350486475231,-0.00695447405439,0.00762795317331,0.0177867860104,0.0038997928167,0.134315407191,-0.00528920959696,-0.00539364538607,-0.00116515822593,-0.0069019292363,-0.00104741211903,0.00239381173291,2020000.0,794.85,7420,2060000.0
-23.8155619555,0.00432298463172,-0.000277339483074,0.0081319485305,-0.00490193976697,0.0021182499553,0.128400574955,0.00163302217879,-0.00202087279948,0.00491567753579,0.00896955513896,-0.0130069018371,-0.00902289950976,2060000.0,795.57,7430,2100000.0
-23.7465536372,-0.00704957632626,0.00167429471716,0.00882921989551,-0.00491972622561,-0.00183775516058,0.122663649588,0.00709557744927,-0.000332577949188,-0.000861921824327,-0.00265475701043,-0.00601101611207,0.00220828435059,2100000.0,796.29,7440,2140000.0
-23.675869502,0.0080541934934,-0.0076626117323,0.00712355363633,-0.0070961553702,-0.000953839606933,0.117023627367,-0.00326550071176,-0.00500007447982,0.00331340374529,-0.000592062343944,-0.00255210358473,-0.00903738324369,2140000.0,797.0,7450,2180000.0
-23.5867276919,0.000107540621099,-0.00465883453976,0.00538069292279,0.0121255819559,-0.00101329781445,0.109684909857,-0.00192033216322,-0.00103656668255,3.63259675378e-05,-0.0120639584874,-0.00576722830345,0.00602026194748,2180000.0,797.72,7460,2220000.0
-23.5180478322,0.00831941397351,0.0030909998754,0.00117094638591,0.010635814699,0.000899939885759,0.104923818487,0.00536588435203,-0.00225112826455,4.90346788142e-05,0.00420792358378,-0.00323732067853,-0.00698466780972,2220000.0,798.44,7470,2270000.0
-23.4430208394,-0.00335945099523,0.00437666046364,0.00437814531635,0.0102415176163,0.0048049150308,0.0989094411738,0.00995271150106,-0.00141135048215,0.00095791834767,-0.00740940988843,0.00151441108963,0.00443111499889,2270000.0,799.15,7480,2310000.0
-23.379359565,0.0126825476897,-0.00465539430191,0.00208417326394,-0.0137500168992,0.00367051111666,0.0943989702141,0.000331809405156,1.11647459438e-05,-0.00315064817218,-0.00495225148332,-0.00800402619807,-0.00478140488008,2310000.0,799.87,7490,2350000.0
-23.3084074307,0.0039867951747,-0.00217125156016,0.00744494068216,0.00678931087401,-0.00190606475299,0.0931436850696,-0.00790761610243,-0.00459224719531,-0.000215439167339,-0.00194476800694,-0.0115490212255,0.00828125896684,2350000.0,800.59,7500,2390000.0
-23.2222138301,-0.00479112240441,-0.00228304430109,0.00369207191974,0.00499734108411,0.00146390005144,0.0836857410527,0.00911047341785,-0.000422713302766,-0.00347955648727,0.000733848608247,-0.00566468441,-0.00184139078968,2390000.0,801.3,7510,2430000.0
-23.1486393267,0.0031351281161,0.00752188788101,0.00560296342082,0.00411884045181,0.000372652773706,0.0771055368426,0.00239437605519,-0.00437318308505,-0.000644240082905,0.0035566580913,-0.002909122205,0.00929931519876,2430000.0,802.02,7520,2470000.0
-23.0817637385,-0.00141105495183,-0.00974628401652,0.00205761982619,0.00212978486204,0.00291928737069,0.0736662190125,0.00366250353242,-0.0032990526624,-0.00158204863965,-0.0090045254234,0.00231063920509,-0.00143646939701,2470000.0,802.74,7530,2510000.0
-23.0057365911,0.00749358258282,3.24657205606e-05,0.00629385740416,-0.020447374423,-0.00107071486511,0.0676755519272,-0.00254212096794,-0.00200980582795,-0.00407504611732,-0.00573163431718,-0.00600557468146,0.0110719385545,2510000.0,803.45,7540,2550000.0
-22.9224301848,0.00119805447776,0.000981354383011,0.00449152311614,-0.00195018429828,0.00316367539035,0.0630963196953,0.00243285646819,-0.00416314692562,-0.00103134066644,0.0106422092866,-0.0132002554359,0.00023125528535,2550000.0,804.17,7550,2590000.0
-22.8537769208,0.0074304835144,0.00935703863023,0.00126552168613,-0.00305791599135,-0.00117906880481,0.0599951511039,0.00426258494107,0.00055949533284,-0.00405888811822,-0.000843711273808,-0.00749455601434,-0.00958169220588,2590000.0,804.88,7560,2630000.0
-22.7809582657,0.00466451115378,-0.00739720639587,0.00572647622624,-0.00385087001264,-0.00184459053404,0.0537495937318,-0.00436151918481,-0.00105194679288,-0.00147767914348,0.00222701638609,-0.00211260685478,0.00339094470362,2630000.0,805.6,7570,2670000.0
-22.7150927115,-0.00624919996037,-0.00619384563736,0.00445990189959,-0.00586618992575,0.00173202703725,0.0514244162519,-0.000601014426803,-0.00471562116441,-0.00600344415723,-0.00909009911845,0.00286234794779,-0.00783084099136,2670000.0,806.31,7580,2720000.0
-22.6369728961,0.0027183045382,0.00257793162872,0.00378549359139,0.0149449836871,0.00262563181135,0.0504888558636,0.00533283028363,-6.22552218319e-05,-0.00467786419894,0.00670255259716,-0.00459877194221,0.00227156933976,2720000.0,807.03,7590,2760000.0
-22.5527547598,-0.00632998892874,0.00426272434614,0.00105755424339,-0.00901760900055,0.00555535213598,0.0418825913826,0.00932707018205,-0.00337937125528,-0.00134341022351,-0.00599490538382,-0.0130752043982,-0.00712441190488,2760000.0,807.74,7600,2800000.0
-22.4753868711,0.00946539098813,-0.00399060247231,0.00143829858455,-0.00998151906613,0.0017227173624,0.0360566477974,-0.000664235782972,-0.00210684606333,-0.00607296027784,-0.00215345834682,-0.0061136212082,0.00691166569891,2800000.0,808.46,7610,2840000.0
-22.4135776267,-0.000127833132822,-0.00375507013739,0.00744119218512,-0.0116481045437,0.00133343533261,0.0335994376017,-0.00885703465184,-0.00225715352815,-0.00174172711087,0.00159354619892,-0.00148981534058,-0.00239903314154,2840000.0,809.17,7620,2880000.0
-22.3380128754,0.0066059357519,0.00580071846393,-0.00342933877815,0.00976229924074,-0.00181229875492,0.0338467102096,0.0093737395167,-7.11791096597e-06,-0.00801402895873,0.00168797903206,-0.0100961620642,0.00643199580464,2880000.0,809.89,7630,2920000.0
-22.2709218071,-0.00218222380635,0.0062360895756,0.00580959138687,0.00716951768925,0.00125224682202,0.0309049839752,0.000829956010711,-0.00138840793465,-0.00478073599324,0.00625960666005,-0.00383414064455,-0.00385820740369,2920000.0,810.6,7640,2960000.0
-22.1833253775,-0.0047832234182,-0.00914831994122,0.00112778416356,0.00598384752437,0.00312750866279,0.0200721209041,0.00379901796099,-0.000321176955491,-0.00535327344231,-0.00706142416782,0.00227901900869,0.00776150156874,2960000.0,811.32,7650,3000000.0
-22.1103563424,0.00453640605565,-0.000372610591469,0.00320837102619,-0.0176692545728,0.000637160857183,0.0174799127172,-0.00519709671468,-0.00336345634634,-0.00650275917561,-0.00276293608955,-0.00588463789421,0.000964669217966,3000000.0,812.03,7660,3040000.0
-22.0402681645,-0.00748914268443,-0.00139198555136,-0.000398548242739,0.00257510584483,0.00121883307777,0.0195524451746,0.0109184298142,0.00190690175038,-0.00138334723132,-0.00224976143918,-0.0135920410266,-0.0113359195059,3040000.0,812.75,7670,3080000.0
-21.9685864303,0.00137412124043,0.00908761234584,0.00192643433138,0.0023155458861,-0.00435828689806,0.0154380881787,0.00455023408138,-0.00236338288312,-0.00512697310255,0.0012731353555,-0.00893486017909,-0.000449073142233,3080000.0,813.46,7680,3130000.0
-21.8868181566,0.00166944133288,-0.00749612097458,0.00254140426831,-0.000942131491805,0.00576425035398,0.00752133067319,-0.00575852997508,-0.00323362696022,-0.0032276425791,0.00404483149845,-0.0038358594375,-0.00942687250597,3130000.0,814.18,7690,3170000.0
-21.8139018933,0.00772741243404,0.00246817346247,-0.00103124586898,-0.00152528661792,0.0045700374282,0.00354402529381,-0.000814538420889,0.000663070709007,-0.00868620708548,-0.00822369877236,0.000133722232073,0.000275243835159,3170000.0,814.89,7700,3210000.0
-21.7427583834,-1.32877600988e-05,0.00217224187712,0.000557007637073,0.0181112493118,0.00422829998583,0.00587313723,0.0026512846587,-0.00130119280876,-0.00695492789119,0.0097071055099,-0.00408212160966,-0.00769126853052,3210000.0,815.6,7710,3250000.0
-21.670666653,-0.0121266996404,0.00359639370527,0.000168765098647,-0.00357173783233,0.0018563543255,0.00185309928554,0.00826067261537,0.0010911627584,-0.00418779854874,-0.00294838745258,-0.0123027187371,0.00580827529371,3250000.0,816.32,7720,3290000.0
-21.5993955741,0.00319871031408,-0.00586077852164,0.00157763506148,-0.0058715855181,0.0022188587998,-0.000782575175679,-0.002450933895,0.00114453588746,-0.00548218202826,4.69422897668e-05,-0.00894296490367,-0.00587786226856,3290000.0,817.03,7730,3330000.0
-21.5154485155,-0.00609056713962,-0.0028118541361,-0.00135001433415,-0.00623778112682,0.000818846435812,-0.00986253923301,0.00294981577557,-0.00229261010524,-0.00572679528476,-0.0124880076849,-0.0029784373265,0.00566105634308,3330000.0,817.74,7740,3370000.0
-21.444410371,0.00226070277879,0.00438182863662,-6.48041962181e-05,-0.0077501563958,0.00174273021843,-0.0117145934874,0.00953489946391,0.000570767855825,-0.00551932974813,0.00424799966975,0.000580171576909,-0.00807922822223,3370000.0,818.46,7750,3410000.0
-21.3744820323,-0.00496718559541,0.00721782071041,0.00150725023594,0.0119996628873,0.000303029401063,-0.0103650606721,-9.83407173854e-05,-0.00228112759153,-0.00942061230298,0.0090859105326,-0.00287392925317,0.00908318118221,3410000.0,819.17,7760,3450000.0
-21.3006547656,0.00650786828412,-0.00307496550038,-0.00245678253844,0.0108908179993,-0.000481353238318,-0.0134240516336,0.000314455896295,2.3365606501e-05,-0.00269780919495,-0.00475643425207,-0.0011525971345,-0.00397008427828,3450000.0,819.88,7770,3490000.0
-21.2345973801,-0.00184725669786,-0.00224885778819,0.00364588540547,-0.0131377308925,0.000793792256011,-0.0144999521976,-0.00708415200916,-0.000155825853638,-0.00567802616368,-0.000446204758761,-0.00874714588412,-0.0120459370268,3490000.0,820.6,7780,3530000.0
-21.147585967,-0.0110998023574,-0.00054946393034,-0.00365498876604,-0.013293808027,0.00337856655024,-0.0236116808545,0.0134422926552,-0.00143877335878,-0.00564658839533,8.41456105578e-05,-0.00359857285911,-0.00208926759566,3530000.0,821.31,7790,3580000.0
