Time,SES_Demand_MW,Electric_Power,Firing_Temperature,SES.CS.feedback_W_gen.u2,SES.ED.sensorBus.W_gen
5.12E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.13E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.14E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.15E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.16E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.17E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.18E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.19E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.20E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.21E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.22E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.23E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.24E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.25E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.26E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.27E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.28E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.29E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.30E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.31E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.32E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.33E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.34E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.35E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.36E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.37E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.38E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
5.39E+03,2.40E+01,2.40E+07,1.17E+03,2.40E+07,2.40E+07
