Time,add.y,Electric_Power,Firing_Temperature,SES.CS.W_totalSetpoint
50,20,20000000,1099.7452392578125,20000000
60,20,20000000,1099.7452392578125,20000000
70,20,20000000,1099.7452392578125,20000000
80,20,20000000,1099.7452392578125,20000000
90,20,20000000,1099.7452392578125,20000000
100,25,20000000,1099.7452392578125,20000000
110,25,24999944,1181.299072265625,25000000
120,25,24999998,1181.300048828125,25000000
130,25,25000000,1181.300048828125,25000000
140,25,25000000,1181.300048828125,25000000
150,25,25000000,1181.300048828125,25000000
160,25,25000000,1181.300048828125,25000000
170,25,25000000,1181.300048828125,25000000
180,25,25000000,1181.300048828125,25000000
190,25,25000000,1181.300048828125,25000000
200,25,25000000,1181.300048828125,25000000
210,25,25000000,1181.300048828125,25000000
220,25,25000000,1181.300048828125,25000000
230,25,25000000,1181.300048828125,25000000
240,25,25000000,1181.300048828125,25000000
250,25,25000000,1181.300048828125,25000000
260,25,25000000,1181.300048828125,25000000
270,25,25000000,1181.300048828125,25000000
280,25,25000000,1181.300048828125,25000000
290,25,25000000,1181.300048828125,25000000
300,25,25000000,1181.300048828125,25000000
310,25,25000000,1181.300048828125,25000000
320,25,25000000,1181.300048828125,25000000
330,25,25000000,1181.300048828125,25000000
340,25,25000000,1181.300048828125,25000000
350,25,25000000,1181.300048828125,25000000
360,25,25000000,1181.300048828125,25000000
370,25,25000000,1181.300048828125,25000000
380,25,25000000,1181.300048828125,25000000
390,25,25000000,1181.300048828125,25000000
400,25,25000000,1181.300048828125,25000000
410,25,25000000,1181.300048828125,25000000
420,25,25000000,1181.300048828125,25000000
430,25,25000000,1181.300048828125,25000000
440,25,25000000,1181.300048828125,25000000
450,25,25000000,1181.300048828125,25000000
460,25,25000000,1181.300048828125,25000000
470,25,25000000,1181.300048828125,25000000
480,25,25000000,1181.300048828125,25000000
490,25,25000000,1181.300048828125,25000000
500,25,25000000,1181.300048828125,25000000
510,25,25000000,1181.300048828125,25000000
520,25,25000000,1181.300048828125,25000000
530,25,25000000,1181.300048828125,25000000
540,25,25000000,1181.300048828125,25000000
550,25,25000000,1181.300048828125,25000000
560,25,25000000,1181.300048828125,25000000
570,25,25000000,1181.300048828125,25000000
580,25,25000000,1181.300048828125,25000000
590,25,25000000,1181.300048828125,25000000
600,20,25000000,1181.300048828125,25000000
610,20,20000014,1099.7454833984375,20000000
620,20,20000000,1099.7452392578125,20000000
630,20,20000000,1099.7452392578125,20000000
640,20,20000000,1099.7452392578125,20000000
650,20,20000000,1099.7452392578125,20000000
660,20,20000000,1099.7452392578125,20000000
670,20,20000000,1099.7452392578125,20000000
680,20,20000000,1099.7452392578125,20000000
690,20,20000000,1099.7452392578125,20000000
700,20,20000000,1099.7452392578125,20000000
710,20,20000000,1099.7452392578125,20000000
720,20,20000000,1099.7452392578125,20000000
730,20,20000000,1099.7452392578125,20000000
740,20,20000000,1099.7452392578125,20000000
750,20,20000000,1099.7452392578125,20000000
760,20,20000000,1099.7452392578125,20000000
770,20,20000000,1099.7452392578125,20000000
780,20,20000000,1099.7452392578125,20000000
790,20,20000000,1099.7452392578125,20000000
800,20,20000000,1099.7452392578125,20000000
810,20,20000000,1099.7452392578125,20000000
820,20,20000000,1099.7452392578125,20000000
830,20,20000000,1099.7452392578125,20000000
