Time,add.y,Electric_Power,Firing_Temperature,SES.CS.W_totalSetpoint
50,15,15000000,1016.8671875,15000000
60,15,15000000,1016.8671875,15000000
70,15,15000000,1016.8671875,15000000
80,15,15000000,1016.8671875,15000000
90,15,15000000,1016.8671875,15000000
100,20,15000000,1016.8671875,15000000
110,20,19999924,1099.7440185546875,20000000
120,20,20000006,1099.745361328125,20000000
130,20,20000000,1099.7452392578125,20000000
140,20,20000000,1099.7452392578125,20000000
150,20,20000000,1099.7452392578125,20000000
160,20,20000000,1099.7452392578125,20000000
170,20,20000000,1099.7452392578125,20000000
180,20,20000000,1099.7452392578125,20000000
190,20,20000000,1099.7452392578125,20000000
200,20,20000000,1099.7452392578125,20000000
210,20,20000000,1099.7452392578125,20000000
220,20,20000000,1099.7452392578125,20000000
230,20,20000000,1099.7452392578125,20000000
240,20,20000000,1099.7452392578125,20000000
250,20,20000000,1099.7452392578125,20000000
260,20,20000000,1099.7452392578125,20000000
270,20,20000000,1099.7452392578125,20000000
280,20,20000000,1099.7452392578125,20000000
290,20,20000000,1099.7452392578125,20000000
300,20,20000000,1099.7452392578125,20000000
310,20,20000000,1099.7452392578125,20000000
320,20,20000000,1099.7452392578125,20000000
330,20,20000000,1099.7452392578125,20000000
340,20,20000000,1099.7452392578125,20000000
350,20,20000000,1099.7452392578125,20000000
360,20,20000000,1099.7452392578125,20000000
370,20,20000000,1099.7452392578125,20000000
380,20,20000000,1099.7452392578125,20000000
390,20,20000000,1099.7452392578125,20000000
400,20,20000000,1099.7452392578125,20000000
410,20,20000000,1099.7452392578125,20000000
420,20,20000000,1099.7452392578125,20000000
430,20,20000000,1099.7452392578125,20000000
440,20,20000000,1099.7452392578125,20000000
450,20,20000000,1099.7452392578125,20000000
460,20,20000000,1099.7452392578125,20000000
470,20,20000000,1099.7452392578125,20000000
480,20,20000000,1099.7452392578125,20000000
490,20,20000000,1099.7452392578125,20000000
500,20,20000000,1099.7452392578125,20000000
510,20,20000000,1099.7452392578125,20000000
520,20,20000000,1099.7452392578125,20000000
530,20,20000000,1099.7452392578125,20000000
540,20,20000000,1099.7452392578125,20000000
