Time,add.y,Electric_Power,Firing_Temperature,SES.CS.W_totalSetpoint
50,5,5000000,846.767333984375,5000000
60,5,5000000,846.767333984375,5000000
70,5,5000000,846.767333984375,5000000
80,5,5000000,846.767333984375,5000000
90,5,5000000,846.767333984375,5000000
100,10,5000000,846.767333984375,5000000
110,10,9999815,932.58209228515625,10000000
120,10,9999997,932.585205078125,10000000
130,10,10000000,932.58526611328125,10000000
140,10,10000000,932.58526611328125,10000000
150,10,10000000,932.58526611328125,10000000
160,10,10000000,932.58526611328125,10000000
170,10,10000000,932.58526611328125,10000000
180,10,10000000,932.58526611328125,10000000
190,10,10000000,932.58526611328125,10000000
200,10,10000000,932.58526611328125,10000000
210,10,10000000,932.58526611328125,10000000
220,10,10000000,932.58526611328125,10000000
230,10,10000000,932.58526611328125,10000000
240,10,10000000,932.58526611328125,10000000
250,10,10000000,932.58526611328125,10000000
260,10,10000000,932.58526611328125,10000000
270,10,10000000,932.58526611328125,10000000
280,10,10000000,932.58526611328125,10000000
290,10,10000000,932.58526611328125,10000000
300,10,10000000,932.58526611328125,10000000
310,10,10000000,932.58526611328125,10000000
320,10,10000000,932.58526611328125,10000000
330,10,10000000,932.58526611328125,10000000
340,10,10000000,932.58526611328125,10000000
350,10,10000000,932.58526611328125,10000000
360,10,10000000,932.58526611328125,10000000
370,10,10000000,932.58526611328125,10000000
380,10,10000000,932.58526611328125,10000000
390,10,10000000,932.58526611328125,10000000
400,10,10000000,932.58526611328125,10000000
410,10,10000000,932.58526611328125,10000000
420,10,10000000,932.58526611328125,10000000
430,10,10000000,932.58526611328125,10000000
440,10,10000000,932.58526611328125,10000000
450,10,10000000,932.58526611328125,10000000
460,10,10000000,932.58526611328125,10000000
470,10,10000000,932.58526611328125,10000000
480,10,10000000,932.58526611328125,10000000
490,10,10000000,932.58526611328125,10000000
500,10,10000000,932.58526611328125,10000000
510,10,10000000,932.58526611328125,10000000
520,10,10000000,932.58526611328125,10000000
530,10,10000000,932.58526611328125,10000000
540,10,10000000,932.58526611328125,10000000
550,10,10000000,932.58526611328125,10000000
560,10,10000000,932.58526611328125,10000000
570,10,10000000,932.58526611328125,10000000
580,10,10000000,932.58526611328125,10000000
590,10,10000000,932.58526611328125,10000000
600,5,10000000,932.58526611328125,10000000
610,5,4999775,846.763427734375,5000000
620,5,5000013.5,846.767578125,5000000
630,5,5000001.5,846.76739501953125,5000000
640,5,5000000,846.767333984375,5000000
650,5,5000000,846.767333984375,5000000
660,5,5000000,846.767333984375,5000000
670,5,5000000,846.767333984375,5000000
680,5,5000000,846.767333984375,5000000
690,5,5000000,846.767333984375,5000000
700,5,5000000,846.767333984375,5000000
710,5,5000000,846.767333984375,5000000
720,5,5000000,846.767333984375,5000000
730,5,5000000,846.767333984375,5000000
740,5,5000000,846.767333984375,5000000
750,5,5000000,846.767333984375,5000000
760,5,5000000,846.767333984375,5000000
770,5,5000000,846.767333984375,5000000
780,5,5000000,846.767333984375,5000000
790,5,5000000,846.767333984375,5000000
800,5,5000000,846.767333984375,5000000
810,5,5000000,846.767333984375,5000000
820,5,5000000,846.767333984375,5000000
830,5,5000000,846.767333984375,5000000
840,5,5000000,846.767333984375,5000000
850,5,5000000,846.767333984375,5000000
860,5,5000000,846.767333984375,5000000
870,5,5000000,846.767333984375,5000000
880,5,5000000,846.767333984375,5000000
890,5,5000000,846.767333984375,5000000
900,5,5000000,846.767333984375,5000000
910,5,5000000,846.767333984375,5000000
920,5,5000000,846.767333984375,5000000
930,5,5000000,846.767333984375,5000000
940,5,5000000,846.767333984375,5000000
950,5,5000000,846.767333984375,5000000
960,5,5000000,846.767333984375,5000000
970,5,5000000,846.767333984375,5000000
980,5,5000000,846.767333984375,5000000
990,5,5000000,846.767333984375,5000000
1000,5,5000000,846.767333984375,5000000
1010,5,5000000,846.767333984375,5000000
1020,5,5000000,846.767333984375,5000000
1030,5,5000000,846.767333984375,5000000
1040,5,5000000,846.767333984375,5000000
1050,5,5000000,846.767333984375,5000000
1060,5,5000000,846.767333984375,5000000
1070,5,5000000,846.767333984375,5000000
1080,5,5000000,846.767333984375,5000000
1090,5,5000000,846.767333984375,5000000
1100,10,5000000,846.767333984375,5000000
1110,10,9999815,932.58209228515625,10000000
1120,10,9999997,932.585205078125,10000000
1130,10,10000000,932.58526611328125,10000000
1140,10,10000000,932.58526611328125,10000000
1150,10,10000000,932.58526611328125,10000000
1160,10,10000000,932.58526611328125,10000000
1170,10,10000000,932.58526611328125,10000000
1180,10,10000000,932.58526611328125,10000000
1190,10,10000000,932.58526611328125,10000000
1200,10,10000000,932.58526611328125,10000000
1210,10,10000000,932.58526611328125,10000000
1220,10,10000000,932.58526611328125,10000000
1230,10,10000000,932.58526611328125,10000000
1240,10,10000000,932.58526611328125,10000000
1250,10,10000000,932.58526611328125,10000000
1260,10,10000000,932.58526611328125,10000000
1270,10,10000000,932.58526611328125,10000000
1280,10,10000000,932.58526611328125,10000000
1290,10,10000000,932.58526611328125,10000000
1300,10,10000000,932.58526611328125,10000000
1310,10,10000000,932.58526611328125,10000000
1320,10,10000000,932.58526611328125,10000000
1330,10,10000000,932.58526611328125,10000000
1340,10,10000000,932.58526611328125,10000000
1350,10,10000000,932.58526611328125,10000000
1360,10,10000000,932.58526611328125,10000000
1370,10,10000000,932.58526611328125,10000000
1380,10,10000000,932.58526611328125,10000000
1390,10,10000000,932.58526611328125,10000000
1400,10,10000000,932.58526611328125,10000000
1410,10,10000000,932.58526611328125,10000000
1420,10,10000000,932.58526611328125,10000000
1430,10,10000000,932.58526611328125,10000000
1440,10,10000000,932.58526611328125,10000000
1450,10,10000000,932.58526611328125,10000000
1460,10,10000000,932.58526611328125,10000000
1470,10,10000000,932.58526611328125,10000000
1480,10,10000000,932.58526611328125,10000000
1490,10,10000000,932.58526611328125,10000000
1500,10,10000000,932.58526611328125,10000000
1510,10,10000000,932.58526611328125,10000000
1520,10,10000000,932.58526611328125,10000000
1530,10,10000000,932.58526611328125,10000000
1540,10,10000000,932.58526611328125,10000000
1550,10,10000000,932.58526611328125,10000000
1560,10,10000000,932.58526611328125,10000000
1570,10,10000000,932.58526611328125,10000000
1580,10,10000000,932.58526611328125,10000000
1590,10,10000000,932.58526611328125,10000000
1600,5,10000000,932.58526611328125,10000000
1610,5,4999775,846.763427734375,5000000
1620,5,5000013.5,846.767578125,5000000
1630,5,5000001.5,846.76739501953125,5000000
1640,5,5000000,846.767333984375,5000000
1650,5,5000000,846.767333984375,5000000
1660,5,5000000,846.767333984375,5000000
1670,5,5000000,846.767333984375,5000000
1680,5,5000000,846.767333984375,5000000
1690,5,5000000,846.767333984375,5000000
1700,5,5000000,846.767333984375,5000000
1710,5,5000000,846.767333984375,5000000
1720,5,5000000,846.767333984375,5000000
1730,5,5000000,846.767333984375,5000000
1740,5,5000000,846.767333984375,5000000
1750,5,5000000,846.767333984375,5000000
1760,5,5000000,846.767333984375,5000000
1770,5,5000000,846.767333984375,5000000
1780,5,5000000,846.767333984375,5000000
1790,5,5000000,846.767333984375,5000000
1800,5,5000000,846.767333984375,5000000
1810,5,5000000,846.767333984375,5000000
1820,5,5000000,846.767333984375,5000000
1830,5,5000000,846.767333984375,5000000
1840,5,5000000,846.767333984375,5000000
1850,5,5000000,846.767333984375,5000000
1860,5,5000000,846.767333984375,5000000
1870,5,5000000,846.767333984375,5000000
1880,5,5000000,846.767333984375,5000000
1890,5,5000000,846.767333984375,5000000
1900,5,5000000,846.767333984375,5000000
1910,5,5000000,846.767333984375,5000000
1920,5,5000000,846.767333984375,5000000
1930,5,5000000,846.767333984375,5000000
1940,5,5000000,846.767333984375,5000000
1950,5,5000000,846.767333984375,5000000
1960,5,5000000,846.767333984375,5000000
1970,5,5000000,846.767333984375,5000000
1980,5,5000000,846.767333984375,5000000
1990,5,5000000,846.767333984375,5000000
2000,5,5000000,846.767333984375,5000000
2010,5,5000000,846.767333984375,5000000
2020,5,5000000,846.767333984375,5000000
2030,5,5000000,846.767333984375,5000000
2040,5,5000000,846.767333984375,5000000
2050,5,5000000,846.767333984375,5000000
2060,5,5000000,846.767333984375,5000000
2070,5,5000000,846.767333984375,5000000
2080,5,5000000,846.767333984375,5000000
