PCADimension1,PCADimension9,PCADimension25,PCADimension27,PCADimension12,PCADimension2,PCADimension8,PCADimension10,PCADimension11,PCADimension23,PCADimension29,PCADimension24,PCADimension6,PCADimension13,BOP.portElec_b.W,BOP.steamTurbine.portHP.p,Time,SC.demand_BOP.y[1]
31.2654225956,-2.73848388218,-0.073769811336,0.0253405101026,-0.926225635333,49.1035777624,-1.95380926463,2.00476414313,10.3378820817,-0.349317939607,0.120796356948,0.0911019315,-0.929786881353,3.56222932475,1147300000.0,5449000.0,7430,1147400000.0
31.2668074773,-2.72682900324,-0.0727811742498,0.0190367508479,-0.93566569581,49.1036515746,-1.92460983777,2.10383950503,10.3378267504,-0.354842575335,0.118769491931,0.080145351812,-0.854627255415,3.52023463058,1147400000.0,5449300.0,7440,1147500000.0
31.2553278528,-2.72149909644,-0.0751303909931,0.0285438334328,-0.935775203449,49.0273960981,-1.91092699266,2.11988887318,10.2914955573,-0.35932968718,0.123329394609,0.0768969898108,-0.813054445528,3.49421549717,1147500000.0,5449600.0,7450,1147500000.0
31.2560764573,-2.73644466277,-0.0758315781713,0.0276657697613,-0.930513704946,49.0123690664,-1.93653241529,2.03270170234,10.2904079864,-0.357008898711,0.127600181582,0.0836820662804,-0.841913810853,3.51696797727,1147500000.0,5449900.0,7460,1147600000.0
31.2434089316,-2.73108573504,-0.0764060408342,0.0479094540008,-0.917025930334,48.9028503631,-1.95129524539,1.94729885034,10.2257818446,-0.355046947001,0.134451700166,0.10189215244,-0.863685783191,3.53510201335,1147600000.0,5450300.0,7470,1147700000.0
31.2482313514,-2.76847874429,-0.0853271667013,0.0499048267747,-0.918529337113,48.9147598774,-1.96494269823,1.88442119491,10.238217511,-0.363260290889,0.14144959428,0.0659885904913,-0.888400024836,3.52487031897,1147700000.0,5450600.0,7480,1147800000.0
31.2884249114,-2.78860032031,-0.0828403229309,0.0585981673677,-0.912295870718,48.9160644799,-1.97392681004,1.82630973329,10.2501717692,-0.368567702487,0.143582918663,0.037605327012,-0.908416542123,3.51830515308,1147800000.0,5450900.0,7490,1147900000.0
31.2759097541,-2.77811324716,-0.0823939098203,0.0701550684163,-0.903941272903,48.8190772353,-1.98414405062,1.76941773906,10.1973535136,-0.364571652674,0.149001328776,0.0596205553697,-0.923829625466,3.53282943335,1147900000.0,5451200.0,7500,1147900000.0
31.2792199156,-2.78966297352,-0.0856967361846,0.0711812654613,-0.901720421474,48.8189229363,-1.99597449833,1.72828725004,10.2006979924,-0.365554721471,0.151046518256,0.0550533091704,-0.940483882651,3.53934979192,1147900000.0,5451600.0,7510,1148000000.0
31.2635375063,-2.812830187,-0.0967727894149,0.0907260300764,-0.902011923772,48.7305214749,-1.99049474106,1.69029580093,10.1500227626,-0.377982226579,0.163925362449,0.0149668278184,-0.952001382847,3.50666916828,1148000000.0,5451900.0,7520,1148100000.0
31.266220928,-2.78824771298,-0.0911081489696,0.0912457843281,-0.891115347919,48.712382889,-2.00554643572,1.65731266526,10.1404398987,-0.367460136049,0.15903426489,0.0585401634269,-0.962804005085,3.5440861804,1148100000.0,5452200.0,7530,1148200000.0
31.2701195923,-2.8113983393,-0.0986071916792,0.0916168885706,-0.895087283969,48.7199291653,-2.00899064522,1.6379844317,10.1490612025,-0.374286522214,0.163364905079,0.0313503891431,-0.974021141739,3.53003313636,1148200000.0,5452500.0,7540,1148200000.0
31.2426303307,-2.76407524328,-0.0516284115452,0.189908143439,-0.970066834836,48.5240675074,-1.98194522307,1.58497431476,10.0972820121,-0.242796454687,0.134639549689,0.130414838981,-0.968703289973,3.47417354511,1148200000.0,5452900.0,7550,1148300000.0
31.0251057928,-2.65435811217,-0.362063292816,-0.221140343142,-1.00067432171,47.095792072,-1.92565915859,1.50990896084,9.18654168715,0.0819733865984,-0.240876993555,0.552456762674,-0.919416960195,3.12302440748,1148300000.0,5453200.0,7560,1148400000.0
31.0148276706,-2.64521953859,-0.364941379016,-0.208047999513,-0.996067434878,47.0158663752,-1.92246316024,1.49495118916,9.13967522847,0.0812763875005,-0.236635529215,0.557857083229,-0.921523128461,3.11754809475,1148400000.0,5453500.0,7570,1148500000.0
30.7468097757,-2.51080518796,-0.605697810671,0.142403500951,-0.89288605752,45.6982147794,-1.67044576674,1.35087796133,8.18255162386,-0.170390738979,0.0609196830379,0.663520939886,-0.866165219974,2.98533844376,1148500000.0,5453800.0,7580,1148600000.0
30.749606819,-2.51347235149,-0.608102985041,0.142234279738,-0.893415641857,45.6974412173,-1.67126746363,1.3487102667,8.18491186208,-0.171891737228,0.0616724291336,0.658317709445,-0.868276427957,2.98137452595,1148600000.0,5454200.0,7590,1148600000.0
30.7384944866,-2.51621794276,-0.614109376498,0.155088740366,-0.893517124386,45.6249530677,-1.66268538824,1.34461969072,8.14303646543,-0.177589271543,0.0683092495399,0.643429535908,-0.866722937648,2.95885772762,1148600000.0,5454500.0,7600,1148700000.0
30.8659578249,-2.46827251051,-0.512405729478,0.157788140776,-0.928478914035,45.4372610253,-1.65685956021,1.33199662807,8.12942838977,-0.125969159271,0.151434542504,0.698016479098,-0.855310271221,2.95053287809,1148700000.0,5454800.0,7610,1148800000.0
30.8589131331,-2.45581741292,-0.514257444776,0.166840241113,-0.922980271175,45.3855757488,-1.64961759101,1.32899848265,8.10007148765,-0.127168446481,0.15417636113,0.697065922048,-0.850864843619,2.93956198923,1148800000.0,5455100.0,7620,1148900000.0
30.8569387152,-2.46161919206,-0.518326981867,0.170584640301,-0.925102190967,45.3631925969,-1.64467821554,1.33269799054,8.08920667945,-0.131736174118,0.157590457574,0.682171958034,-0.847774533643,2.92254650066,1148900000.0,5455500.0,7630,1148900000.0
30.8542460474,-2.45505494644,-0.518182411312,0.17497564403,-0.923414598088,45.3336761339,-1.64208260037,1.3352117736,8.07295048941,-0.132850769014,0.159213154491,0.683974643632,-0.842846506724,2.9192141681,1148900000.0,5455800.0,7640,1149000000.0
30.8430494958,-2.45573479133,-0.52361421856,0.186881499214,-0.923584710699,45.2605975273,-1.63222350917,1.3358904295,8.03047072896,-0.13846772562,0.165714517876,0.67080795792,-0.836209456088,2.89533254525,1149000000.0,5456100.0,7650,1149100000.0
30.8430826417,-2.45140782644,-0.522245401797,0.183201689191,-0.925216671893,45.2446215372,-1.63207817378,1.33965286915,8.02744171866,-0.137708891527,0.167220337682,0.674635668205,-0.830938081502,2.89252248,1149100000.0,5456500.0,7660,1149200000.0
30.8457164615,-2.43734729065,-0.518984710275,0.181879350624,-0.922048157304,45.2347142228,-1.63484318476,1.34135835858,8.02312310994,-0.133638257511,0.164888339091,0.693972695135,-0.824748122019,2.90229731636,1149200000.0,5456800.0,7670,1149300000.0
30.838860095,-2.43319248658,-0.521573201071,0.194155063836,-0.92033407731,45.1582402009,-1.62631074305,1.33920757138,7.97896158122,-0.137179047878,0.170459968271,0.688215421832,-0.815991507818,2.88322675949,1149300000.0,5457100.0,7680,1149300000.0
30.8418139886,-2.41704235601,-0.517102737002,0.193405893537,-0.914008663191,45.1465837053,-1.63511261991,1.32206020407,7.97226087741,-0.130511681892,0.167591320024,0.717140793193,-0.818805054458,2.90644052345,1149300000.0,5457400.0,7690,1149400000.0
30.8400058506,-2.39972670829,-0.513901841608,0.198077769599,-0.905749848114,45.111435818,-1.64069211302,1.30052573923,7.95058059181,-0.126157795276,0.167219808307,0.740756640172,-0.823402537938,2.92603468127,1149400000.0,5457800.0,7700,1149500000.0
30.8264366387,-2.44491194727,-0.529749801315,0.208991440959,-0.917684164437,45.0519078182,-1.62539409664,1.28894527245,7.92185874904,-0.145855821005,0.184339025908,0.66513999531,-0.829258198703,2.86336765965,1149500000.0,5458100.0,7710,1149600000.0
30.7425702137,-2.38712636681,-0.471011367084,0.290629461719,-0.830265800149,44.6005560447,-1.55321203196,1.22825704264,7.60118612931,-0.207329174281,0.0504119985341,0.815086789618,-0.812960674598,2.81079387461,1149600000.0,5458400.0,7720,1149600000.0
30.7454134364,-2.39860210216,-0.475515075211,0.290692469432,-0.832378699343,44.6059839692,-1.55298678732,1.22227837138,7.60642809484,-0.211540974927,0.0530329069696,0.797923305192,-0.819207934129,2.80118756006,1149600000.0,5458700.0,7730,1149700000.0
30.6883105568,-2.44626572136,-0.316345365244,0.309653037266,-0.955346938048,44.2076639315,-1.46970792362,1.19716935174,7.59356819228,0.308669208098,-0.130149422723,1.40197221949,-0.804526072872,2.92315171501,1149700000.0,5459100.0,7740,1149800000.0
30.4204903228,-2.34154027252,-0.565942629688,0.654473396553,-0.861668657553,42.9334638447,-1.21283609279,1.06199073931,6.66297404792,0.0480729851211,0.170977771772,1.46700577633,-0.753545513647,2.76431617421,1149800000.0,5459400.0,7750,1149900000.0
30.4190108093,-2.30337553791,-0.558111960122,0.659287492706,-0.850079358984,42.8870143699,-1.21866524439,1.05448700901,6.63377353232,0.0589546533731,0.166295015924,1.51759740319,-0.755626562364,2.80013301866,1149900000.0,5459700.0,7760,1150000000.0
30.4060750605,-2.32444878155,-0.568532033125,0.670380196842,-0.857349160528,42.8147252751,-1.20432753132,1.05493094894,6.59656068164,0.0468095796305,0.178475535435,1.47315348907,-0.758784255415,2.75682100546,1150000000.0,5460000.0,7770,1150000000.0
30.4100038401,-2.32435783205,-0.570594890137,0.670821478382,-0.85761485633,42.8143776731,-1.2031882084,1.05850818249,6.59827204262,0.0458507875508,0.178716541334,1.46889840207,-0.763132490125,2.75426878444,1150000000.0,5460400.0,7780,1150100000.0
30.4152272666,-2.30523840876,-0.567512556853,0.671465796083,-0.852479154148,42.8038409107,-1.20533303387,1.06086266935,6.59309546708,0.051438900415,0.175172285365,1.49132683741,-0.766272208038,2.77029421171,1150100000.0,5460700.0,7790,1150200000.0
30.4041898585,-2.29553018192,-0.571149526151,0.684850839048,-0.849683236228,42.7265901762,-1.19676280367,1.06182418137,6.54689811802,0.0495891605696,0.179369505141,1.49139901343,-0.76733507016,2.75923239881,1150200000.0,5461000.0,7800,1150300000.0
30.4001162712,-2.26281519876,-0.568783291141,0.689602337946,-0.849602359275,42.6319268536,-1.22453813947,1.07831042506,6.52937721028,0.0703679858599,0.147617337212,1.46487016473,-0.873885138038,2.72167471653,1150300000.0,5461300.0,7810,1150300000.0
