PCADimension1,PCADimension9,PCADimension25,PCADimension27,PCADimension12,PCADimension2,PCADimension8,PCADimension10,PCADimension11,PCADimension23,PCADimension29,PCADimension24,PCADimension6,PCADimension13,BOP.portElec_b.W,BOP.steamTurbine.portHP.p,Time,SC.demand_BOP.y[1]
11.3319501543,1.56609575534,0.0618086648924,-0.0752581391484,-3.10414010142,-3.13094924253,0.714739867352,-0.813585915876,-0.6641075021,0.501400433011,0.0126210464786,0.514242463997,0.715062173158,-0.0937829067324,915300000.0,4466100.0,24200,915250000.0
11.3285959218,1.53786174267,0.0540218901325,-0.0749702361065,-3.1124791615,-3.11463313379,0.720710975968,-0.809158307685,-0.652886417811,0.490980510567,0.0182457712253,0.47125615205,0.713687605006,-0.12390202898,915250000.0,4465900.0,24210,915200000.0
11.3268324413,1.58181676573,0.0661833065644,-0.0753108529097,-3.10035988176,-3.13921348746,0.710145647217,-0.815770083034,-0.670302344231,0.506883500671,0.00963007536991,0.537629092214,0.715618588084,-0.0763241679824,915200000.0,4465700.0,24220,915150000.0
11.3250698667,1.55206218774,0.0583370377608,-0.0747449006102,-3.10907144032,-3.12232404138,0.716519322305,-0.811093624337,-0.65840787394,0.496014605519,0.0154881334362,0.492290251199,0.71420400201,-0.108149957621,915150000.0,4465500.0,24230,915100000.0
11.3235112896,1.54572665683,0.0568897349878,-0.0744639034497,-3.11119152728,-3.11874731999,0.717415099543,-0.810032180807,-0.655888321717,0.493697753507,0.0167412879278,0.482669076063,0.713841894255,-0.114592175128,915100000.0,4465300.0,24240,915050000.0
11.3219865867,1.5627488481,0.0621834141437,-0.0742342219233,-3.10681761608,-3.1284992509,0.71283721914,-0.812379792485,-0.662762739427,0.500008426034,0.0132502120039,0.508752720376,0.714516324595,-0.0956442083744,915050000.0,4465100.0,24250,915000000.0
11.3209095922,1.57911582104,0.0670463294568,-0.074154295705,-3.10256684605,-3.13788971671,0.70846967507,-0.814652202994,-0.669333846791,0.506005447038,0.00997899332372,0.533761765265,0.715170107003,-0.0775130919502,915000000.0,4464900.0,24260,914950000.0
11.3187976634,1.54643075004,0.0583204771616,-0.0736082723682,-3.11211971945,-3.11931158068,0.715473826992,-0.809561893924,-0.656306391696,0.494035945453,0.0164096652003,0.484055167807,0.713607685956,-0.112535805951,914950000.0,4464700.0,24270,914900000.0
11.3174177474,1.56152051326,0.0627286430542,-0.0735373733014,-3.10817797333,-3.12781296126,0.711477075122,-0.811715793894,-0.662304288847,0.499500834886,0.0134184307985,0.506900259491,0.714206676262,-0.0959968477582,914900000.0,4464400.0,24280,914850000.0
11.3149379872,1.55162867549,0.060228598969,-0.0732592336959,-3.11136798628,-3.1220829187,0.713211060926,-0.809891490459,-0.658428042996,0.495850296337,0.0153297767077,0.491918920526,0.713649740925,-0.106380813701,914850000.0,4464200.0,24290,914800000.0
11.313498378,1.56519279384,0.0641973016004,-0.0732296646994,-3.10792771714,-3.12982868138,0.709518433431,-0.811623677966,-0.663919539218,0.500786376675,0.0126136810779,0.512721381933,0.714162784155,-0.0913518342509,914800000.0,4464000.0,24300,914760000.0
11.3117721247,1.55394151548,0.0613150602388,-0.0729229880152,-3.11141371863,-3.12341982312,0.711566620123,-0.809852000432,-0.659439288449,0.496614237024,0.0147878718861,0.49561950998,0.71356073071,-0.103240942351,914760000.0,4463800.0,24310,914710000.0
11.3065462496,1.56600432069,0.0635473722358,-0.0738238667728,-3.1085809661,-3.12974345618,0.708054182157,-0.811269816367,-0.664622985557,0.500593139791,0.0125005228557,0.514643312227,0.713887852289,-0.0896388710494,914710000.0,4463600.0,24320,914660000.0
11.304772934,1.55351947304,0.0603943872306,-0.0734347574188,-3.11241870862,-3.12257636761,0.710464601308,-0.809165595644,-0.659611312448,0.495976291851,0.0149251018903,0.495511116998,0.713234984708,-0.1030046013,914660000.0,4463400.0,24330,914610000.0
11.3034121219,1.56433997791,0.06406387838,-0.073074741963,-3.10979222167,-3.12886489722,0.707324881931,-0.810539323704,-0.664013634277,0.500044970702,0.0126659988983,0.512193798443,0.713627587646,-0.0908667993732,914610000.0,4463200.0,24340,914560000.0
11.3012335048,1.55076305176,0.0604925588971,-0.0727023077152,-3.11389123591,-3.12086660229,0.710089554163,-0.808321756611,-0.658480238533,0.49494522678,0.015340269377,0.491099431322,0.712934762265,-0.105659836399,914560000.0,4463000.0,24350,914510000.0
11.2955098115,1.53780163535,0.0565012685881,-0.0724858061969,-3.117587961,-3.1117505228,0.713317800946,-0.806359284534,-0.652734216745,0.489661895288,0.0182220988151,0.469134162631,0.712322789016,-0.12127921642,914510000.0,4462700.0,24360,914460000.0
11.2945903024,1.57094313442,0.0659084614817,-0.0726306783526,-3.1086113656,-3.13068652817,0.705059015275,-0.811153296964,-0.666051096101,0.501759274665,0.0115734294638,0.519799450834,0.713714298873,-0.0850199636252,914460000.0,4462500.0,24370,914410000.0
11.2916960343,1.57918760861,0.0680859917394,-0.0728057728113,-3.1067483533,-3.13525849057,0.702469503976,-0.812106824963,-0.66955343048,0.50467349045,0.00993488355249,0.532785349041,0.713940863262,-0.0755938189908,914410000.0,4462300.0,24380,914360000.0
11.2902797272,1.5871408593,0.0705741343713,-0.0726045280244,-3.1048079798,-3.13968855918,0.700164337838,-0.813134214581,-0.672679816427,0.507520661131,0.00830866732872,0.544695546425,0.714215363256,-0.0668756974148,914360000.0,4462100.0,24390,914310000.0
11.2888468196,1.54010078012,0.0585948892353,-0.0728988689588,-3.12008645527,-3.11717289741,0.707327449068,-0.804451010287,-0.656919135129,0.491861295035,0.0168331157417,0.482327009033,0.711482048087,-0.110478315828,914310000.0,4461900.0,24400,914260000.0
11.2874478335,1.54669876086,0.0606639698262,-0.0727430974263,-3.11857340923,-3.12093562192,0.705265235558,-0.805216085893,-0.659578237373,0.494229308747,0.0154568318329,0.492402602787,0.711675172425,-0.103039722916,914260000.0,4461700.0,24410,914210000.0
11.2858163877,1.55277659246,0.0629706558871,-0.0723415035289,-3.11724056493,-3.12437729741,0.703311390263,-0.805903336577,-0.662008881122,0.496518032719,0.0141792831457,0.501607554253,0.711868405897,-0.0962165580405,914210000.0,4461500.0,24420,914160000.0
11.2842141462,1.53322557089,0.0583329328668,-0.071837512417,-3.12334466504,-3.11390686628,0.706853436671,-0.802475841391,-0.654633053341,0.489690807047,0.0178990641718,0.473124712452,0.710837072624,-0.116089825955,914160000.0,4461300.0,24430,914110000.0
11.2829653761,1.53817309123,0.0600433514558,-0.0716025929143,-3.12223364306,-3.11670255037,0.705198879491,-0.803176356165,-0.656578480773,0.491490533093,0.0169054804043,0.48056301473,0.710984437677,-0.110513664263,914110000.0,4461100.0,24440,914060000.0
11.2811766805,1.54273074618,0.0614996731754,-0.0714463726157,-3.12126883349,-3.11912026967,0.703708524295,-0.803619784061,-0.658341496927,0.493057061649,0.0159836660081,0.487245660992,0.711109805781,-0.105506146994,914060000.0,4460800.0,24450,914020000.0
11.2799180185,1.57067558858,0.0694129623725,-0.0715852935426,-3.11374312572,-3.13502176041,0.696635376268,-0.807751669559,-0.669553759398,0.503236631018,0.0104360817822,0.529911520315,0.712280033577,-0.0748655135955,914020000.0,4460600.0,24460,913970000.0
11.2784028348,1.54977563189,0.0640097288669,-0.0710774478375,-3.11997718499,-3.12317700189,0.700991687128,-0.804267174111,-0.661185609351,0.495582436205,0.0145181454385,0.498011903095,0.711252301056,-0.0972256050533,913970000.0,4460400.0,24470,913920000.0
11.276201811,1.55265713698,0.064968601759,-0.0709237668151,-3.11945879972,-3.12456869614,0.69983429591,-0.804676757458,-0.662289347526,0.496551769802,0.013976775164,0.502156049534,0.71130168168,-0.0939583753326,913920000.0,4460200.0,24480,913870000.0
11.2747316387,1.55496804788,0.0658957324493,-0.0706997609661,-3.11914580951,-3.12582531363,0.698835122802,-0.80473095699,-0.663174374544,0.497349958466,0.0134862970095,0.505508165312,0.711326200111,-0.0912403331899,913870000.0,4460000.0,24490,913820000.0
11.2730560705,1.53263760672,0.060067132293,-0.0701971465074,-3.12572123215,-3.11305618057,0.703540124407,-0.80126958943,-0.654167348034,0.489147586947,0.0179264960686,0.471251757602,0.710262116645,-0.115254055263,913820000.0,4459800.0,24500,913770000.0
11.2677919073,1.55752200296,0.066179308049,-0.0710762994439,-3.11934992646,-3.1268159424,0.696886484738,-0.804735189258,-0.664588423613,0.497976544321,0.0129884214728,0.51014404414,0.711162327057,-0.0873515674044,913770000.0,4459600.0,24510,913720000.0
11.264069655,1.55785334499,0.0661136942403,-0.0712711771592,-3.11976440776,-3.12686026089,0.696005722419,-0.804600496712,-0.665018691903,0.498032816573,0.0129415867002,0.511296510379,0.711023287474,-0.0861759860277,913720000.0,4459400.0,24520,913670000.0
11.2620876165,1.55801716051,0.0662760035104,-0.0711862292299,-3.12007694349,-3.12688649761,0.695393399386,-0.80448426522,-0.665124920823,0.498022024312,0.0128949254431,0.511602980233,0.710935959376,-0.085564530597,913670000.0,4459100.0,24530,913620000.0
11.2590105513,1.55745577247,0.0660544127105,-0.0713057207148,-3.12070377534,-3.12649249229,0.694770343452,-0.804227309488,-0.66512986054,0.497764788418,0.0130335819651,0.511266548465,0.710780670674,-0.0854167119701,913620000.0,4458900.0,24540,913570000.0
11.2571267753,1.53266574085,0.0595317657814,-0.0707815875116,-3.12798081743,-3.11228305846,0.700060514214,-0.800350203606,-0.655136278115,0.488659387162,0.0179393082917,0.473223535046,0.709600190179,-0.112036558171,913570000.0,4458700.0,24550,913520000.0
11.2558421928,1.55553108238,0.0660660698297,-0.0708739345651,-3.12194171104,-3.1253387365,0.69418020804,-0.803492878433,-0.664334074169,0.497015024073,0.0134103522993,0.508172883514,0.710541060866,-0.0867507478221,913520000.0,4458500.0,24560,913470000.0
11.2544456724,1.55393349622,0.0659317692462,-0.0706256412953,-3.12267144582,-3.12439437986,0.694011380081,-0.803317174817,-0.66363477263,0.496400417632,0.0137162191928,0.505583945225,0.710412327656,-0.0881170239883,913470000.0,4458300.0,24570,913420000.0
11.2530007707,1.5517207818,0.0656508905935,-0.0704055983799,-3.12363994939,-3.12321100536,0.693924462166,-0.802898106308,-0.662787475757,0.495626557313,0.0141624485411,0.502325812498,0.710244491393,-0.0899650559328,913420000.0,4458100.0,24580,913370000.0
11.2511980039,1.54911088994,0.0651541355105,-0.0702363793241,-3.12474895374,-3.12171829681,0.693954475352,-0.802303469784,-0.661778166404,0.494649573619,0.0146623256448,0.498401832397,0.710043257068,-0.0922762916763,913370000.0,4457900.0,24590,913320000.0
11.2484944104,1.54785699922,0.0655285634509,-0.069315270286,-3.12498808823,-3.11961193678,0.694604653882,-0.802391209312,-0.660379466597,0.493958831941,0.0151424231625,0.493610549272,0.71007984183,-0.0952803937845,913320000.0,4457700.0,24600,913270000.0
11.2465066385,1.54461895108,0.0648502978801,-0.0691022313115,-3.12619282755,-3.11757628385,0.694869667272,-0.801885233018,-0.659005411403,0.492706156676,0.0158107690902,0.48838680304,0.709876898831,-0.0985046951983,913270000.0,4457500.0,24610,913230000.0
11.2450698175,1.54079562666,0.0641177134169,-0.0688575895048,-3.12760471453,-3.11543163696,0.695188102811,-0.801223021689,-0.657462268663,0.491319684214,0.016593406392,0.482527955779,0.70964826766,-0.10215422169,913230000.0,4457200.0,24620,913180000.0
11.2434620536,1.53657728273,0.0632778902426,-0.0685754779723,-3.12909789718,-3.11298213021,0.695625661556,-0.800566045832,-0.655731755225,0.489776731649,0.0174315028393,0.475959267521,0.709392672499,-0.106265239282,913180000.0,4457000.0,24630,913130000.0
11.2420130761,1.55620256509,0.0688699924867,-0.0686567140435,-3.12391304039,-3.1240676794,0.69054443343,-0.803401630732,-0.663549665124,0.496903008437,0.0135903344027,0.505734740104,0.71021636275,-0.0845870990529,913130000.0,4456800.0,24640,913080000.0
11.2405351189,1.55106763899,0.0678181516494,-0.0683814386808,-3.1257038018,-3.12122462884,0.691132286385,-0.802552030102,-0.661528123941,0.495073726445,0.0145833960645,0.498005369156,0.709915242053,-0.0895200653247,913080000.0,4456600.0,24650,913030000.0
11.2388466222,1.54573361519,0.0666512446926,-0.0681165707804,-3.12750883327,-3.11811982481,0.691825081652,-0.801763085636,-0.659343195534,0.493120925814,0.015691008057,0.489715393403,0.709623478301,-0.0948606054031,913030000.0,4456400.0,24660,912980000.0
11.2375600095,1.56407890041,0.0719684165998,-0.0681540073137,-3.12269499261,-3.12858621181,0.686969727012,-0.804455936134,-0.666695046084,0.499825454429,0.0120469961791,0.517709089683,0.710379109405,-0.0743932026939,912980000.0,4456200.0,24670,912930000.0
11.2337272296,1.55755443812,0.0700212119499,-0.0683155569341,-3.12504865499,-3.12474969462,0.687647982982,-0.80332447001,-0.664386645192,0.497407462701,0.0133989187169,0.508433310206,0.709945203217,-0.0804581667922,912930000.0,4456000.0,24680,912880000.0
11.2322274968,1.57502587132,0.0754796807652,-0.0681139088726,-3.12054296804,-3.13480688941,0.682878634788,-0.805945983468,-0.671450320139,0.503930178287,0.00984533722544,0.535279854567,0.710656040057,-0.0607503882512,912880000.0,4455800.0,24690,912830000.0
11.2291334834,1.54287740311,0.0670645274219,-0.067801323063,-3.13031657535,-3.11710825702,0.68916115705,-0.800593197154,-0.659213123663,0.49250987315,0.0161713884974,0.488009224733,0.709030754624,-0.0937156522862,912830000.0,4455500.0,24700,912780000.0
11.2271849805,1.53601872332,0.0654461540914,-0.0674906776907,-3.13248670781,-3.11293127863,0.690330573933,-0.799639216844,-0.656305210701,0.489928498689,0.0175873930038,0.477029265221,0.70868793335,-0.100983633009,912780000.0,4455300.0,24710,912730000.0
11.225685202,1.5283961403,0.0636889407263,-0.0672109049184,-3.13497175698,-3.10867870029,0.691483763723,-0.798458961621,-0.653289708892,0.487183476196,0.0190794327092,0.465526415003,0.708277672094,-0.1085936102,912730000.0,4455100.0,24720,912680000.0
11.2247381442,1.56884401556,0.0750771188874,-0.0675095761313,-3.1239433864,-3.1317452851,0.681475759876,-0.804504847004,-0.669495224388,0.501977917475,0.0110887826459,0.527250610518,0.710032581493,-0.0641534202716,912680000.0,4454900.0,24730,912630000.0
11.2223578223,1.56090073518,0.0730163941459,-0.0672937641403,-3.12646827077,-3.12694399265,0.682845387755,-0.803315151356,-0.666231599902,0.498974408545,0.0127094802956,0.514801208182,0.709612718037,-0.0724884282616,912630000.0,4454700.0,24740,912580000.0
11.22061918,1.55286592543,0.0710157573056,-0.0670710287347,-3.12911168423,-3.12236814333,0.684174298233,-0.801805963453,-0.663030209129,0.496011578339,0.0143311590466,0.502544811159,0.709179342699,-0.0807293745781,912580000.0,4454500.0,24750,912530000.0
11.2190223843,1.54473604449,0.0690827343101,-0.0667862106099,-3.1317433135,-3.11777774899,0.685475595923,-0.800486473877,-0.659789767689,0.493041215452,0.0159198659106,0.490186784331,0.708739420938,-0.0890230622071,912530000.0,4454300.0,24760,912480000.0
11.2172106023,1.53652652694,0.0670795989457,-0.0664815533783,-3.13436276381,-3.11298874031,0.686891172204,-0.799141165568,-0.656445318648,0.49000406028,0.0175864507709,0.477450514833,0.70830551016,-0.0976190515398,912490000.0,4454100.0,24770,912440000.0
11.2158829009,1.55204804076,0.0720621694449,-0.0661794125796,-3.13037870789,-3.12191597601,0.682637194893,-0.801434519925,-0.662684281357,0.495802179749,0.0144012495082,0.501197021648,0.708931277077,-0.0802252801529,912440000.0,4453800.0,24780,912390000.0
11.2146422132,1.56738681627,0.076572969136,-0.0661598317621,-3.12642994657,-3.1307068364,0.678509817248,-0.803521905421,-0.668862770056,0.501425593821,0.0113601024256,0.524673066917,0.709541201063,-0.0631061127572,912390000.0,4453600.0,24790,912340000.0
11.2125907967,1.5342371681,0.0677445384361,-0.0656004391377,-3.13609488302,-3.11185163619,0.68562338635,-0.7984486517,-0.655613795676,0.489299257585,0.0179056883257,0.47417447947,0.707974006745,-0.0985676400728,912340000.0,4453400.0,24800,912290000.0
11.2115193792,1.54925674184,0.0721846865853,-0.065520673135,-3.1322094618,-3.12041890348,0.681627057267,-0.80047862227,-0.661596704919,0.49478118445,0.0149308143109,0.496974162172,0.708574186789,-0.0819236582846,912290000.0,4453200.0,24810,912240000.0
11.2096651356,1.5399684378,0.0698871649624,-0.0652309114903,-3.1351514847,-3.11506479891,0.683251242897,-0.798965364918,-0.657862645405,0.491346558907,0.016762737551,0.482726257361,0.708083519092,-0.0916443769327,912240000.0,4453000.0,24820,912190000.0
11.2081142654,1.53056842804,0.0676485269212,-0.0648459922196,-3.13807260086,-3.10962797739,0.684951211156,-0.797521123077,-0.654012538486,0.48789127515,0.0186549806793,0.468129586588,0.707607184375,-0.101607672592,912190000.0,4452800.0,24830,912140000.0
11.2055039734,1.54671607053,0.0723213194307,-0.0644632113111,-3.13342263525,-3.11742299843,0.681555465302,-0.80012737716,-0.659650959971,0.493413012226,0.0156977483538,0.490056341642,0.708395345653,-0.0857530523469,912140000.0,4452600.0,24840,912090000.0
11.2014504281,1.53652396965,0.0692393069944,-0.0646223011218,-3.13679101106,-3.11140063358,0.683156394914,-0.79838793949,-0.655848948168,0.4895696497,0.0177692171168,0.475084285077,0.707784196931,-0.0960485609047,912090000.0,4452400.0,24850,912040000.0
11.2002617262,1.55062223533,0.0734015427009,-0.0645592389143,-3.13317772751,-3.11944342875,0.679363127064,-0.800257911788,-0.661482216627,0.494695557112,0.0149362013413,0.49652699585,0.708336279363,-0.0803963566323,912040000.0,4452200.0,24860,911990000.0
11.1959709166,1.51617032077,0.0642020205057,-0.0639850241169,-3.14329458555,-3.09945528091,0.686745254981,-0.794979079763,-0.647797190149,0.482098555258,0.0217705872446,0.444046012539,0.706676492933,-0.117323185603,911990000.0,4451900.0,24870,911940000.0
11.1950351051,1.55408195154,0.0748872603792,-0.0642136819692,-3.13297914547,-3.12105282084,0.677391871167,-0.800504792465,-0.662974436574,0.495925657918,0.014219482396,0.501840273484,0.708298948348,-0.0758235028622,911940000.0,4451700.0,24880,911890000.0
11.1934352698,1.54339519148,0.0722757419736,-0.0638905772108,-3.13631924695,-3.1150492272,0.679233170593,-0.798910127935,-0.658739484117,0.492048543273,0.0163375141213,0.485690956219,0.707739837219,-0.0868629591447,911890000.0,4451500.0,24890,911840000.0
11.1920717977,1.55682390455,0.0762567192863,-0.0638358559417,-3.13291160624,-3.12271687098,0.675561279857,-0.800681698315,-0.664136653104,0.4969438126,0.0136344066412,0.506191589944,0.708260540769,-0.0718800903334,911840000.0,4451300.0,24900,911790000.0
11.1905633339,1.54599572033,0.0735882686223,-0.0634758570457,-3.1362915956,-3.116552504,0.677566940776,-0.798847723797,-0.659773056792,0.492972974641,0.0157886262318,0.489577498028,0.707701228838,-0.083279759346,911790000.0,4451100.0,24910,911740000.0
11.1891070961,1.55915464347,0.077436848308,-0.0634602513173,-3.13293219547,-3.12403033119,0.673942874517,-0.800720229599,-0.66505069804,0.497744913382,0.0131566698965,0.50964970853,0.708212723702,-0.0685908077751,911740000.0,4450900.0,24920,911700000.0
11.1874282698,1.548136276,0.0747095132727,-0.0630907780903,-3.13632711685,-3.11767130161,0.676009772244,-0.798989654919,-0.660572461853,0.493689189697,0.0153676736869,0.492628234584,0.70765622897,-0.0802740498434,911700000.0,4450700.0,24930,911650000.0
11.1857807751,1.53680072742,0.0718925335205,-0.0627703785224,-3.13987358087,-3.11127414284,0.678071398256,-0.797098893332,-0.65607732981,0.489552149977,0.0175769048398,0.475446759441,0.707064448329,-0.092072994546,911650000.0,4450500.0,24940,911600000.0
11.1843472735,1.54956069449,0.0756514286236,-0.0627414977815,-3.13663154147,-3.11853713282,0.674534790228,-0.79889928183,-0.661197984338,0.494200448954,0.0150609639549,0.494919505813,0.707561205781,-0.0778044003226,911600000.0,4450200.0,24950,911550000.0
11.1829742408,1.5622407995,0.0798729028833,-0.0623666056997,-3.13340390401,-3.12575784683,0.671008190757,-0.800810185808,-0.666233051069,0.498939122271,0.0124592546172,0.514135609987,0.708071791139,-0.0636603380413,911550000.0,4450000.0,24960,911500000.0
11.1809691582,1.54955138925,0.0769453774701,-0.0621272019173,-3.13763663743,-3.11922343217,0.67282609274,-0.798462062883,-0.661709975322,0.494640062413,0.0148892024133,0.496401341955,0.7073328524,-0.0757249664013,911500000.0,4449800.0,24970,911450000.0
11.179467352,1.56210435519,0.0806589680346,-0.0620563451434,-3.13440953213,-3.12626690012,0.66940307576,-0.800289776222,-0.666681166466,0.499181886064,0.0123993158996,0.515351646713,0.707829632255,-0.0618130771476,911450000.0,4449600.0,24980,911400000.0
11.1780653606,1.55036794419,0.0777781996995,-0.0616710384717,-3.13803206972,-3.11959572196,0.671621669431,-0.798365633149,-0.661934235951,0.494886712809,0.0147410552629,0.497316168419,0.707244463492,-0.0742018029981,911400000.0,4449400.0,24990,911350000.0
11.1760487203,1.56279100849,0.0813196336994,-0.061666729314,-3.13482620593,-3.12641636928,0.668251881485,-0.80024133396,-0.666836795357,0.499322681162,0.0122979560701,0.515969238586,0.70772819155,-0.0605096903827,911350000.0,4449200.0,25000,911300000.0
11.1724759956,1.57456542238,0.0843147802781,-0.0620681292171,-3.1320263458,-3.13298401636,0.664715401083,-0.80181359807,-0.671864895869,0.503550886295,0.0100029265478,0.534619885886,0.708100329726,-0.0468557324016,911300000.0,4449000.0,25010,911250000.0
11.1707515418,1.56249733395,0.081270861229,-0.0617384927329,-3.13577021944,-3.12610904677,0.666976224279,-0.799811504081,-0.667033410155,0.499117547182,0.0123737815604,0.516188230163,0.707482732314,-0.0595154870058,911250000.0,4448800.0,25020,911200000.0
11.1673892706,1.5500366417,0.0777929725018,-0.0617216772591,-3.1397526809,-3.11893562964,0.669100263627,-0.797768224763,-0.662287546166,0.494528403724,0.0148745983514,0.497730522281,0.706789759967,-0.0722118683303,911200000.0,4448600.0,25030,911150000.0
11.1661059178,1.56230662079,0.0814838145869,-0.0615538695491,-3.13656479827,-3.12571403658,0.665893938095,-0.799446258768,-0.667026503228,0.498936055887,0.0124563141896,0.515886323545,0.707294924077,-0.0588837432082,911150000.0,4448300.0,25040,911100000.0
11.1641168898,1.54986670237,0.0786586688231,-0.0610255160114,-3.1404682835,-3.11868749822,0.66813363106,-0.797455069955,-0.662103159459,0.494495779761,0.0148684797418,0.497049260387,0.706652647109,-0.0717816575968,911100000.0,4448100.0,25050,911050000.0
11.1613811562,1.41941839637,0.0445084444514,-0.0127061811687,-3.12434953225,-3.21267264419,0.535568422105,-1.19193613232,-0.667080987321,0.549463960396,0.0934547218088,0.4808683527,0.474355099547,-0.176707767058,911060000.0,4447800.0,25060,911000000.0
11.1556741204,1.02601237644,-0.0559755535,0.136306475528,-3.06821169117,-3.51332341425,0.11580350613,-2.43877110919,-0.688212317129,0.726911706254,0.336267493598,0.455320574567,-0.244352190038,-0.477350155983,911020000.0,4447000.0,25070,910950000.0
11.1525039684,0.777753508495,-0.116654856624,0.207855175715,-3.05499397558,-3.63799455819,-0.0907013479773,-3.06954440095,-0.68138784315,0.799112995419,0.46707424835,0.378816466053,-0.598759448398,-0.658619099499,910980000.0,4446600.0,25080,910910000.0
11.1499193379,0.743913403296,-0.122014381098,0.217964123373,-3.04818917786,-3.66221781262,-0.132705257548,-3.19699792996,-0.6827091977,0.81511956333,0.488088515077,0.380787554965,-0.651541722312,-0.664796256643,910930000.0,4446300.0,25090,910860000.0
11.149687237,0.848910393003,-0.0928527094142,0.180662109049,-3.05766354054,-3.59640797256,-0.0393938525218,-2.91310208212,-0.682020597006,0.777603724391,0.427660924521,0.407069894062,-0.473713208022,-0.566921890752,910880000.0,4446200.0,25100,910810000.0
11.1499768882,1.02518528896,-0.0482143146919,0.111474301904,-3.08777645527,-3.44917464713,0.161334263523,-2.31876972659,-0.667990530844,0.690611163205,0.31465002585,0.402987544805,-0.134997654824,-0.435203043374,910820000.0,4446300.0,25110,910760000.0
11.1502407503,1.25089101867,0.00590063890503,0.0246344018506,-3.12927143085,-3.25669107893,0.428048144367,-1.52960744723,-0.648340054691,0.575784150884,0.169021163119,0.387343868225,0.297092963816,-0.284858608505,910760000.0,4446400.0,25120,910710000.0
11.1506670714,1.5507390787,0.0766943538361,-0.0668843964652,-3.15907446536,-3.08260133501,0.706149427357,-0.675072580371,-0.649880068954,0.472558863494,0.0018517981008,0.452537762046,0.757457648678,-0.0760460132277,910710000.0,4446500.0,25130,910660000.0
11.1512469759,1.80160014826,0.133030048178,-0.148167311146,-3.19526895807,-2.90842950374,0.972499452908,0.130892338693,-0.641005681256,0.36784999629,-0.146660612432,0.469341810588,1.17455833744,0.076624383624,910650000.0,4446600.0,25140,910610000.0
11.1503879199,2.02499123217,0.182133488191,-0.207549090162,-3.2144306301,-2.79740581991,1.16894008059,0.746677444114,-0.648028982837,0.301404273675,-0.26425806672,0.529751405615,1.48365161886,0.218245865428,910600000.0,4446600.0,25150,910560000.0
11.1488821191,2.09671487,0.192950420726,-0.231111475149,-3.23366090612,-2.73103254957,1.27004041623,1.04897518568,-0.638743121299,0.260568840264,-0.309816752634,0.504187540294,1.61377908149,0.238984295812,910550000.0,4446400.0,25160,910510000.0
11.1442402064,2.06013380758,0.180347330595,-0.207562921743,-3.22334328578,-2.78627883254,1.21004997432,0.887616353654,-0.648862057883,0.294514051809,-0.275086325186,0.520858349239,1.50143393145,0.214227106921,910500000.0,4446200.0,25170,910460000.0
11.1403647374,1.79164842228,0.113819530226,-0.1228113617,-3.20050001994,-2.94534158542,0.963724556789,0.139855018222,-0.645886611829,0.391306830991,-0.11801235786,0.44974396165,1.07597266245,0.0369791254048,910460000.0,4445600.0,25180,910410000.0
11.1331848045,1.33733172863,0.00681810060592,0.0339380346121,-3.13568411912,-3.28519265346,0.467241161502,-1.33754798517,-0.665754906467,0.60031023435,0.17073180225,0.419165893831,0.27396559427,-0.215835835299,910420000.0,4444900.0,25190,910360000.0
11.1256493139,0.576378680583,-0.171339795213,0.278041753139,-3.0474205059,-3.78847637857,-0.301201935247,-3.65259334168,-0.676489013009,0.91020198565,0.634364786709,0.298790361201,-0.975593408218,-0.651414161327,910390000.0,4443800.0,25200,910740000.0
11.0509128178,-0.198294604863,0.12850046017,-0.169860442159,-1.60356772861,-2.52264105213,1.37924967037,-0.808807758479,-0.246784066034,-0.145844990062,0.0587731551438,-0.264547680217,4.26634114196,-1.49532794199,910740000.0,4446700.0,25210,911110000.0
11.1439253856,0.569960522152,0.0779601510084,-0.0298148078593,-1.43250615689,-2.26000258927,1.47227922391,-0.637565270714,-0.271617223032,-0.0140134563726,0.0913246538571,-0.208949765231,-0.176470099551,-0.494641099023,911110000.0,4448300.0,25220,911490000.0
11.1609976241,0.525901073281,0.0910544356545,-0.0510542851024,-1.43006053296,-2.22314447416,1.47301325441,-0.698439579526,-0.279107790098,-0.0241923823979,0.100812811452,-0.213918777223,-0.0254216716461,-0.510597404789,911480000.0,4449900.0,25230,911860000.0
11.1675271264,0.468972693445,0.0920249546123,-0.0663152181617,-1.44226652547,-2.22324860341,1.48278139697,-0.684029769545,-0.279438958033,-0.0391551272432,0.0996685611999,-0.22999680992,0.309951300398,-0.586751081244,911860000.0,4451600.0,25240,912240000.0
11.1823304601,0.446089881643,0.0846734263301,-0.0600652446683,-1.43807530239,-2.24493067347,1.46643368584,-0.729320001213,-0.283772636932,-0.0365610644258,0.0904592235485,-0.209770857032,0.467957918435,-0.579358537621,912230000.0,4453200.0,25250,912610000.0
11.206236233,0.433801898543,0.0704185821971,-0.039683859408,-1.43380756884,-2.27891157886,1.45460682264,-0.749110821421,-0.281344408478,-0.0292486153592,0.0759604159256,-0.197107333107,0.596081574426,-0.572851946793,912610000.0,4454800.0,25260,912990000.0
11.2232096109,0.474818209334,0.05545912854,-0.0175074900557,-1.42186929315,-2.29138580096,1.4633396519,-0.712568277651,-0.290280024385,-0.0159009529974,0.0607655455719,-0.169712484661,0.534862695994,-0.512841157842,912980000.0,4456400.0,25270,913360000.0
